SPI12,Nino34,PDO,SAM,DMI
-0.508737826,-0.83,-1.7,0.345,-0.606
-0.358122289,-0.94,-1.03,-1.743,-0.763
-0.438591806,-0.81,-1.16,-2.282,-0.466
-1.39199727,-0.91,-0.71,-1.028,-0.407
-1.241184027,-0.69,-2.3,-0.025,-0.286
-1.03435868,-1.01,-2.11,-2.476,-0.24
-0.896298967,-0.58,-1.28,-3.127,0.082
-0.826841372,-0.56,-1.82,-2.587,-0.25
-0.466985896,-0.24,-0.68,-1.74,-0.374
-0.420770556,0.08,0.03,0.613,-0.028
-0.472121603,0.42,-0.58,-2.732,-0.101
-0.84893999,0.45,0.57,-2.446,-0.108
-0.498824928,0.53,1.76,-1.898,-0.252
-0.908862274,0.69,0.72,0.325,-0.172
-0.824499339,0.79,0.51,-3.146,0.041
-0.80025241,0.53,1.59,0.619,0.005
-1.025016732,0.74,1.5,-2.256,-0.146
-1.489663188,1.09,-0.32,-4.193,-0.218
-1.466517569,1.18,-0.55,-2.717,-0.026
-1.463783582,1.54,0.25,-0.263,-0.218
-1.902866333,1.4,0.62,-1.994,-0.057
-1.096036345,0.99,0.25,-2.458,-0.207
-0.997890203,0.31,1.06,-2.392,-0.145
-0.770978144,0.32,1.28,-2.65,-0.277
-1.312960127,0.3,1.33,0.098,-0.639
-0.768314814,0.04,0.89,-3.324,-0.749
-0.087315508,0.24,1.06,1.3,-0.959
0.270676826,-0.31,0.29,2.206,-0.911
0.508067403,-0.03,0.01,-0.638,-0.584
0.695111364,0.05,-0.18,-1.143,-0.402
0.97241628,0.3,0.86,0.352,-0.406
1.012615177,0.43,0.69,0.876,0.159
1.21437899,0.5,-0.43,-0.666,-0.346
0.805778751,0.26,-0.95,-0.51,-0.351
0.916231669,0.27,-0.02,-4.654,-0.159
0.733068106,-0.01,0.23,-2.055,-0.518
0.933198099,-0.33,0.44,0.004,-0.534
0.603085315,-0.28,-0.5,-0.318,-0.349
-0.08511483,-0.41,-0.62,-1.29,-0.607
-0.26971022,-0.53,-0.85,3.049,-0.449
-0.41175166,0.11,0.52,-1.441,-0.212
-0.260481469,-0.17,1.11,1.973,-0.311
-0.30440052,-0.05,0.06,-0.932,-0.125
0.63005501,0.02,0.3,-1.029,-0.045
1.499154956,-0.24,0.52,0.06,0.148
2.013341213,-0.08,-0.21,1.758,-0.256
2.077567004,0.01,0.09,-1.52,-0.537
2.114806887,0.05,0.91,-0.506,-0.514
1.995842214,-0.2,0.64,-0.147,-0.468
2.38412115,-0.25,-0.27,0.936,-0.421
2.377303126,0,-0.38,0.53,-0.285
2.442776891,0.03,-0.94,0.85,-0.192
2.39239841,-0.07,0.09,-0.641,-0.524
2.181297334,-0.38,-0.23,-0.072,-0.538
2.191710782,0.02,0.17,-0.648,-0.4
1.832295514,-0.15,1.18,-1.39,0.046
0.803557566,0.04,0.43,-2.642,0.11
0.163125399,-0.1,0.09,-0.857,0.048
0.5022778,0.13,0.34,-1.391,-0.403
0.442781547,-0.01,-0.06,-0.379,-0.219
0.481900536,0.1,-0.61,0.143,0.206
0.047812537,-0.32,-1.22,-0.528,0.935
0.079739935,-0.25,-1.13,-1.814,1.068
-0.13857554,-0.52,-2.01,-0.669,0.927
-0.188438872,-0.71,-2.28,1.844,0.819
-0.198071888,-0.19,-1.85,0.644,0.577
-0.720513201,-0.29,-2.69,1.335,0.528
-1.37595425,-0.25,-1.29,1.584,0.692
-0.963020521,-0.16,-1.15,-2.717,0.724
-0.749855648,-0.41,-1.42,-1.747,0.52
-1.628157008,-0.32,-0.8,1.066,0.18
-0.935690202,-0.42,-1.22,0.218,-0.162
-0.938648392,-0.22,-1.62,-1.973,-0.249
-0.848661216,-0.3,-1.46,1.681,-0.15
-0.990504413,-0.13,-0.48,-0.356,0.001
-0.962285127,-0.56,-1.58,-0.392,0.199
-0.652299907,-0.33,-1.55,-0.481,0.051
-0.625584144,-0.43,-0.37,-3.115,0.06
-0.39269782,-0.49,-0.96,0.344,0.165
0.448702384,-0.32,-0.33,1.689,0.514
1.092948394,-0.26,-0.16,1.206,0.579
1.477559473,-0.06,-0.54,0.74,0.371
1.657018916,-0.06,-0.41,-0.515,0.139
2.107682059,0,-0.65,-0.998,-0.11
2.165740159,0.12,-0.88,0.561,-0.043
2.381004392,0.72,-1,-0.988,0.52
2.584949117,0.9,-1.03,-7.774,0.764
2.518472016,0.65,0.45,-3.194,0.459
2.371858386,0.84,-0.52,-0.065,0.797
2.477539098,0.75,-2.08,-0.184,0.576
2.391846103,1.05,-1.08,-0.817,0.165
1.930925439,0.76,0.01,-4.252,-0.277
1.134451148,0.55,-0.21,-2.001,-0.506
0.552299718,-0.16,-0.87,-1.268,-0.145
0.737892819,-0.53,-1.03,0.051,-0.032
-0.42122571,-0.74,-1.91,1.618,-0.306
-0.496642109,-0.88,-0.32,-3.19,-0.135
-0.566145185,-0.65,-0.51,-5.852,-0.511
-0.7855785,-0.76,-1.03,-2.153,-0.378
-0.35260985,-0.93,-0.68,1.211,-0.588
-0.270501811,-1,-0.37,-0.456,-0.645
-0.234134455,-1.1,-0.8,-3.723,-0.013
-0.321730198,-1.07,-1.52,-3.099,0.055
-0.481321195,-0.57,-1.24,-2.211,-0.145
-0.424687677,-0.36,-1.16,-7.926,-0.266
-0.419432024,-0.34,0.04,-1.854,-0.018
-1.022195007,-0.09,0.62,-1.802,-0.088
-0.52216248,0.19,-0.66,-1.861,-0.321
-0.039232968,0.45,-0.8,0.19,-0.273
-0.410744063,0.81,-0.47,-1.246,-0.161
-0.196954859,1.25,0.2,-1.829,0.05
-0.512884724,1.26,0.59,0.301,0.184
-0.426056002,1.61,-0.36,-0.333,0.384
-0.466501786,1.54,-0.59,0.049,0.032
-0.240148411,1.45,0.06,-2.257,-0.065
0.060566133,1.13,-0.82,0.038,-0.05
0.707447456,0.83,-0.03,-2.194,0.019
0.652471938,0.83,-1.29,-3.345,-0.178
1.161600259,0.54,0.06,-2.306,-0.237
0.915861597,-0.06,-0.53,-1.761,-0.209
0.598953889,0.14,0.16,1.679,0.089
0.493187818,0.23,0.26,-2.43,0.305
0.304231655,-0.1,-0.35,2.746,0.419
0.344196547,-0.05,-0.33,0.533,0.483
0.453871788,-0.05,-1.17,0.696,0.07
0.290741476,-0.37,-1.15,-3.173,-0.097
0.182283468,-0.26,-0.32,-1.822,-0.011
1.003264774,-0.55,-0.2,-4.729,-0.047
0.656683476,-0.56,-0.18,-2.241,0.117
0.968680562,-0.47,-1.2,0.483,0.415
0.619175924,-0.53,-0.89,-0.357,-0.075
0.922872446,-0.24,-1.24,-0.377,0.04
0.79043607,-0.12,-1.16,1.88,0.241
0.970697248,-0.1,-0.89,0.988,0.435
0.930955025,-0.31,-1.24,0.939,0.407
0.866424752,-0.59,-0.72,-0.171,0.514
0.774172403,-0.38,-0.64,-0.423,0.519
0.87947026,-0.34,-0.05,-1.899,0.277
0.996357228,-0.35,-0.4,-1.619,0.275
0.044642073,-0.6,-0.95,-1.009,0.389
-0.045344693,-0.74,-0.4,-2.288,0.511
0.486618862,-0.76,-0.31,-0.713,0.32
0.52054227,-0.47,-1.03,-4.556,0.259
0.392725757,-0.44,-0.53,-2.422,0.084
1.116462839,0.19,-0.35,0.306,0.283
1.032626509,0.31,0.53,1.98,-0.214
1.00996639,0.33,0.19,-0.929,-0.161
1.1093541,0.05,0.06,-0.997,-0.347
0.986202556,0.32,-0.34,-2.58,-0.155
0.939486767,0.76,-0.44,-4.208,-0.185
1.147321674,0.76,-1.27,-2.701,0.014
1.072432577,0.9,-1.26,-5.708,0.023
0.888514446,1.02,-0.95,-3.017,0.019
0.176351688,0.61,-0.5,-1.059,0.23
0.088129428,0.33,-0.44,-3.054,0.15
0.123206542,0.39,-0.2,-0.665,0.055
-0.852497349,0.26,0.89,-0.984,-0.409
-1.087910532,0.1,0.1,0.641,-0.093
-1.124952634,0.52,-0.81,1.192,-0.054
-1.200673025,0.47,-0.66,0.753,0.13
-0.946777801,0.66,1.12,-0.81,0.17
-0.948579516,0.75,0.15,0.157,0.253
-1.632432326,0.68,1.38,-1.013,0.139
-1.670866236,0.55,0.61,0.364,0.482
-1.522505581,0.36,0.43,0.085,0.505
-1.417741776,0.26,1.33,-2.315,0.231
-1.116576308,0.18,0.43,-2.577,0.412
-1.168159844,0.01,-0.49,-0.532,0.391
-1.118625698,-0.3,0.06,-0.064,-0.182
-1.041443086,-0.98,-0.68,-0.75,-0.262
-1.07902918,-0.95,-1.63,1.392,-0.059
-0.828478427,-0.78,-1.67,-1.194,-0.218
-0.961215382,-0.65,-1.39,-2.446,-0.263
-1.011857687,-0.85,-0.8,-0.709,-0.039
-0.835799664,-1.11,-0.97,-2.444,-0.006
-0.807006693,-1.47,-1.9,-2.087,0.378
-0.939861242,-1.28,-1.74,-0.085,0.191
-0.683479534,-1.29,-1.68,0.522,0.372
-1.128408602,-0.97,-1.59,-1.986,0.441
-1.530404834,-0.82,-1.55,-3.079,0.145
-1.12619555,-0.78,-1.55,1.025,-0.025
-1.11560909,-0.64,-2.2,-1.399,-0.041
-1.033427141,-0.65,-0.15,0.277,-0.243
-1.422871032,-0.75,0.21,-0.571,-0.357
-1.432292038,-0.78,-0.22,-2.545,-0.25
-1.064086878,-0.85,-1.25,-1.26,0.281
-1.076175105,-0.89,-1.87,-2.58,0.443
-1.118495464,-0.58,-1.99,-3.777,0.33
-1.097746875,-0.22,-1.83,-1.558,-0.035
-1.075810567,-0.25,-2.09,-2.402,0.194
-1.066029803,0.21,-1.65,-4.864,0.32
-1.117444137,0.33,-1.57,-0.768,0.366
-1.330618026,0.66,-1.87,-1.983,0.939
-1.21190673,0.83,-0.83,-1.437,1.012
-1.074981563,1.3,0.25,-3.823,0.807
-1.113957249,1.19,0.17,-0.078,0.742
-1.217273909,1.77,0.11,-0.151,0.69
-1.081572148,1.87,0.57,1.029,0.92
-1.223982671,2.19,-0.33,-3.166,0.694
-0.891318867,1.6,-0.46,-1.68,0.223
-0.915074943,1.08,-0.61,0.564,0.105
-1.27690445,0.58,-0.5,0.727,0.161
-0.699677954,-0.07,-0.69,-1.379,0.081
-0.345798672,-0.56,-0.76,-2.531,0.297
-0.162988064,-0.86,-0.97,0.22,-0.018
0.150504984,-1.14,-0.57,0.189,-0.184
0.58608673,-1.21,-1.14,1.722,-0.302
0.799076534,-1.4,-0.51,-0.263,-0.381
0.998853485,-1.58,-0.87,0.271,-0.055
0.970589758,-2.07,-1.81,-1.259,0.121
1.098470365,-2.18,-0.76,1.811,0.287
0.924990862,-2.02,-1.22,-0.429,0.468
1.181167418,-1.5,-1.65,2.206,0.341
2.075155841,-1.44,-0.9,2.075,0.418
2.306200861,-1,-0.52,-0.702,0.144
2.354087874,-0.79,-0.28,-0.856,-0.026
2.306088508,-0.7,-0.31,-0.127,0.18
2.202741369,-0.65,-0.08,-1.025,0.063
1.917944766,-0.32,0.27,-4.387,-0.201
1.953067538,-0.35,0.44,1.902,-0.272
1.838146944,-0.75,-0.1,-1.114,-0.459
1.839950912,-0.96,0.43,-2.672,-0.274
1.832023879,-0.86,-0.12,-2.55,-0.124
1.769381976,-0.37,-0.84,-2.68,-0.177
2.711742575,-0.33,-0.71,-0.986,-0.067
2.0061907,-0.59,-0.51,-0.514,-0.29
1.654058471,-0.59,-1.3,-0.488,0.284
1.576666163,-1,-1.02,-2.954,0.281
1.355821795,-1.25,-1.16,-0.993,0.261
1.271847358,-1.24,-0.4,-2.949,0.264
1.22630659,-1.16,-1.07,1.094,-0.052
1.035636171,-1.44,-1.23,2.791,-0.469
1.709665219,-1.47,-1.29,0.598,-0.671
1.509264545,-1.46,-2.08,-1.192,-0.065
1.485487942,-1.64,-1.61,-0.211,0.059
1.545538069,-1.8,-1.14,-1.788,0.195
0.294650019,-1.05,-1.85,0.478,0.26
0.051771503,-0.68,-0.96,-0.372,0.184
-0.225007536,-0.42,-0.89,1.621,0.318
-0.496416161,-0.49,-0.68,1.331,0.21
-0.487588073,0,-0.67,-0.408,0.57
-0.686550677,0.15,0.61,0.914,0.882
-0.833042185,0.31,1.28,-0.162,0.391
-0.755447609,0.57,0.82,-0.119,0.161
-1.524388641,0.86,1.11,-1.65,0.137
-1.31912616,0.88,1.25,-4.87,0.08
-1.42715352,0.64,1.22,-7.27,0.256
-1.527492889,0.84,1.65,-4.169,0.18
-1.76691168,0.55,1.11,-0.07,-0.076
-1.775897628,0.4,0.72,-1.407,0.338
-1.723677728,-0.25,0.3,-2.583,0.17
-1.239357109,-0.03,0.31,-1.734,-0.13
-1.201835508,0.36,0.42,-1.904,0.105
-1.215003367,0.45,0.19,-1.396,0.131
-1.097724501,0.25,0.64,-1.583,0.023
-1.192562196,0.44,-0.55,1.194,0.114
-1.292553303,0.89,-0.61,-0.1,0.602
-1.46766935,1.03,-0.72,-0.426,0.121
-1.019907815,1.09,-0.69,-1.338,0.193
-0.796753518,0.72,0.34,1.292,-0.451
-0.378259416,0.51,1.45,-0.439,-0.35
-0.412898302,0.06,1.34,-0.446,-0.418
-0.460903562,-0.37,1.29,-1.434,-0.024
-0.786696676,-0.49,0.9,-2.251,-0.327
-0.574960325,-0.45,0.15,0.496,0.02
-0.116264879,-0.48,-1.24,-3.766,0.194
0.156534637,-0.62,-0.56,3.034,0.082
0.289734542,-0.6,-0.44,0.963,0.126
0.093923924,-0.34,0.1,-0.756,-0.122
0.017011511,-0.15,-0.07,-1.952,-0.188
-0.205674146,0.07,-0.43,0.093,-0.029
-0.398105467,0.05,-0.58,0.396,0.494
-0.178176481,0.09,-1.33,0.61,0.025
0.009257935,0.13,0.3,1.709,0.13
0.151258366,0.17,0.89,-0.171,-0.015
0.245567414,-0.09,1.09,0.41,-0.234
0.129575537,0.04,0.17,2.032,0.304
-0.249623378,-0.2,0.84,2.268,-0.01
-0.135621054,0.21,0.52,0.042,0.063
-0.16144492,0.48,1,1.365,0.103
-0.329534772,0.32,1.06,0.367,0.063
0.076727691,0.35,0.48,-1.851,0.015
0.073504828,0.69,-0.42,-2.051,0.126
0.159757154,0.55,-0.11,-0.894,0.025
-0.301785124,0.33,1.32,-2.702,-0.021
-0.461508003,0.09,1.09,-4.033,-0.251
-0.499441445,0.2,1.49,-4.604,0.103
-0.031153391,0.13,1.2,-0.47,0.148
0.285164296,0.37,-0.22,0.546,-0.171
0.660889076,0.02,0.23,-2.87,-0.339
0.229227023,-0.23,0.51,-1.402,-0.513
0.048973668,-0.12,0.1,-2.423,-0.35
0.116239223,-0.11,1.35,0.976,-0.282
-0.26518337,0.1,0.37,-3.182,-0.162
-0.451961581,0.36,-0.1,-2.065,-0.264
-0.330661562,-0.45,0.59,1.081,-0.02
-0.372708172,-0.45,1.46,1.466,0.148
-0.198648135,-0.02,0.99,-2.838,0.186
-0.317881317,-0.17,1.45,-4.384,0.28
-0.601270967,-0.11,1.75,-0.251,0.189
-0.903248139,-0.15,1.69,0.406,-0.032
-1.365803997,-0.43,0.84,-1.605,-0.247
-1.109053699,-0.18,0.18,-3.468,-0.323
-1.106735892,-0.07,0.42,-2.525,-0.363
-1.129672914,-0.03,0.18,-1.118,-0.228
-0.474140155,-0.27,0.8,1.169,-0.063
-0.100253981,0.07,0.67,1.831,0.211
-0.102655125,-0.04,0.34,-1.221,0.327
-0.223030321,-0.13,0.2,1.454,0.35
0.332578976,-0.02,0.19,3.758,0.218
0.320073849,0.24,-0.19,2.479,0.312
0.233423572,0.65,-0.58,-1.343,0.434
0.270779154,0.92,-0.78,0.119,0.46
0.156694581,0.64,0.58,-0.557,0.574
0.095461374,0.93,0.39,0.848,0.547
0.329000072,1.39,0.84,1.402,0.82
0.657772605,2,0.37,-3.148,0.99
0.345547996,2.07,-0.25,-1.163,0.541
0.298199169,2.33,0.26,-3.454,0.064
0.136835386,2.43,0.56,-3.782,-0.297
0.070848155,2.22,1.14,-1.556,-0.405
-0.4005248,1.69,2.11,1.233,-0.582
-0.325632183,1.12,1.87,-0.999,-0.353
-0.573058324,1.12,1.8,-0.334,0.157
-0.691281044,0.62,2.36,-0.187,0.579
-0.534979693,-0.11,3.51,1.406,0.832
-0.46909811,-0.13,1.85,0.453,0.642
-0.576562563,-0.5,0.91,-1.55,0.314
-0.655329345,-1.03,0.96,1.689,0.089
-0.597208127,-1.13,1.02,1.837,-0.07
-0.085065883,-0.95,1.69,-0.03,0.131
-0.078345783,-0.8,1.5,-2.978,-0.038
-0.057279978,-0.53,1.21,-1.582,0.033
0.545600803,-0.48,1.77,-0.366,0.049
0.639366401,-0.6,1.52,-0.101,0.252
0.983601155,-0.64,1.3,-1.311,-0.083
0.873837367,-0.9,0.18,1.39,-0.143
1.115835176,-0.4,-0.18,0.127,-0.049
1.224545066,-0.4,-0.03,-1.791,-0.194
1.517820761,-0.35,0.67,-0.972,-0.216
1.483900799,-0.83,0.58,-1.558,-0.272
1.296490228,-1.18,0.71,0.445,-0.148
0.962671258,-1.53,0.82,-3.86,-0.046
0.934129326,-0.89,1.27,-2.436,-0.278
1.162818807,-0.91,0.94,-0.359,-0.446
0.8503073,-0.96,0.57,-0.289,-0.37
0.725210907,-0.98,0.19,1.114,-0.007
0.598028147,-0.9,0,-0.438,-0.01
0.661376269,-0.76,0.18,-1.783,-0.416
0.594246462,-0.61,1.07,2.198,-0.09
0.512561293,-0.49,0.81,1.555,-0.158
0.069025211,-0.57,0.44,2.745,0.144
-0.15645726,-0.64,0.29,0.375,-0.124
0.03521369,-0.43,-0.75,1.402,0.338
-0.257993718,-0.4,0.38,0.905,-0.191
-0.247653734,-0.79,1.12,0.393,0.073
-0.541650535,-0.64,1.61,-3.732,0.044
-0.816612478,-0.51,2.18,-1.342,-0.034
-0.790594623,-0.41,1.55,0.03,-0.089
-0.215781265,-0.47,1.16,-3.884,0.058
0.353672198,-0.08,0.89,-0.772,-0.073
0.182511317,0.16,1.38,-0.342,-0.242
0.116138958,0.24,0.22,-0.214,-0.111
0.278077612,0.59,0.22,1.311,0.229
0.375546951,0.9,1,-0.934,0.318
0.336243007,1.04,1.77,-0.272,0.015
0.517801308,0.98,1.77,1.989,-0.052
1.277962695,1.19,1.88,-2.365,0.097
1.231872486,1.17,1.75,-2.651,0.222
1.031474851,1.24,2.1,-1.859,0.024
1.091166519,0.89,2.16,0.482,0.04
0.540860139,0.91,1.85,0.345,0.381
0.24699854,1.24,0.73,-0.633,0.312
0.095842135,1.34,2.01,-1.63,0.508
0.033784785,1.48,2.83,1.944,0.585
-0.159573361,1.53,2.44,-1.606,0.766
-0.262320017,1.36,1.36,0.533,0.62
-0.183801463,1.29,1.47,1.873,0.21
0.018527917,1.05,1.27,-0.169,0.377
-0.954278643,0.69,0.93,-1.27,0.532
-0.72005395,0.35,1.24,1.316,0.029
-0.672349152,0.29,1.42,-0.175,-0.146
-0.495935131,-0.49,0.94,0.584,0.07
0.088878157,-1.05,1.2,-1.137,-0.293
-0.081628353,-1.46,0.74,-0.95,-0.057
0.040568922,-1.54,0.64,1.615,0.163
0.041501838,-1.44,0.19,-0.726,0.008
0.006216006,-1.33,-0.37,-0.829,-0.015
-0.06068139,-2.09,-0.1,-4.04,-0.142
-0.200230721,-2.18,-0.02,1.432,0.089
0.524086878,-1.98,-0.43,1.601,0.391
0.57224451,-1.95,-0.95,0.157,-0.09
0.418086568,-1.37,-1.02,0.857,0.14
0.587656629,-1.33,-0.83,1.455,-0.149
0.637656902,-1.11,-0.32,-0.181,-0.279
0.475705045,-0.8,0.47,3.481,-0.375
0.677520034,-0.64,0.36,3.761,-0.566
0.654987674,-0.47,0.83,0.945,-0.13
0.551857127,-0.58,0.09,-1.251,-0.014
0.543248274,-0.38,0.05,-0.331,0.162
0.609223581,-0.4,-0.12,0.343,-0.035
0.638701931,-0.3,-0.5,1.533,-0.076
-0.413819443,-0.13,-0.21,-0.645,0.058
-0.040450471,0.02,-0.3,-0.321,0.076
0.007773442,0.36,-0.65,2.388,-0.11
-0.129198355,0.2,-0.62,1.775,0.023
-0.282039323,0.26,0.27,-4.129,-0.19
-0.535848128,0.32,0.44,-1.704,-0.135
-0.697106033,0,0.44,0.132,-0.361
-0.550879223,0.15,0.27,-1.195,0.057
-0.185609632,0.17,0.11,0.358,-0.094
-0.144462401,0.12,0.38,2.994,0.198
0.164820626,0.13,-0.69,1.458,0.029
0.043189102,0.08,-1.69,0.259,0.168
0.201241084,0.32,-2.23,-0.005,0.229
-0.243783517,0.51,-2.02,1.381,0.24
-0.345909648,0.32,-1.19,-1.593,0.074
-0.512522229,0.1,-0.74,-0.95,0.122
-0.600846288,0.21,-1.01,-1.717,0.475
-0.682763275,0.44,-0.51,0.029,0.586
-0.391119907,0.65,-1.47,-1.64,0.461
-0.380084358,0.62,-0.1,-1.507,0.566
-0.738642731,0.43,0.36,1.201,0.343
-0.759767353,0.22,0.65,-3.095,0.471
-1.059205004,0.91,0.49,-0.457,0.329
-0.976970053,1.14,0.42,-1.976,0.293
-0.674055101,1.62,0.09,-3.595,0.294
-0.684459716,1.61,0.05,0.23,-0.146
-0.150647508,1.62,0.31,-2.803,-0.215
1.15513181,1.5,0.67,-2.606,-0.511
1.423292054,1.41,0.75,-2.18,-0.359
1.694835061,1.27,1.54,-3.188,-0.334
1.771291538,0.53,1.26,-3.563,-0.65
1.622898587,0.27,1.9,-0.093,-0.168
2.191545858,-0.15,1.44,-0.924,-0.471
2.401678945,-0.14,0.83,-0.683,-0.45
2.499059871,-0.35,0.93,-0.662,-0.254
2.530085917,-0.14,0.93,-0.988,-0.135
2.293446426,0.04,0.53,-0.93,-0.09
2.310737552,0.28,0.05,-4.648,-0.02
2.38902418,0.42,0.19,-0.458,0.209
1.691063687,0.47,0.76,-3.118,-0.136
1.487128884,0.92,1.21,-0.521,0.008
1.366469209,0.93,2.13,1.639,0.186
1.1476019,0.64,2.34,1.557,0.098
1.235304801,0.33,2.35,2.092,0.149
0.890798277,0.16,2.69,0.807,-0.016
0.682477583,0.26,1.56,1.099,0.206
0.494193089,0.36,1.41,0.499,0.211
0.928707001,0.28,1.24,-0.188,0.107
1.036512508,0.19,1.07,0.638,0.016
1.003291105,0.03,1.21,0.056,0.203
0.867208609,-0.16,0.59,2.437,0.035
0.620939129,-0.06,0.8,-0.446,0.357
0.443110209,0.03,1.05,-0.223,0.532
0.138149121,0.14,1.23,-1.694,0.746
-0.050218641,0.27,0.46,-3.32,0.629
-0.191534486,0.16,0.06,-0.42,0.85
-0.324652917,0.52,-0.79,4.39,1.09
-0.320023517,0.4,-1.36,-2.161,0.903
-0.323590155,0.9,-1.32,-0.786,1.063
-1.070979837,1.14,-1.96,-1.939,0.546
-0.478430293,1.21,-1.79,0.668,0.488
-0.166680899,1.1,-0.49,1.992,0.316
1.52116567,0.87,0.46,0.764,0.334
1.521260579,0.49,0.75,-0.147,0.112
1.889422905,0.27,0.83,0.314,-0.024
1.91307902,0.03,1.46,2.307,-0.038
1.983435605,0.08,1.27,-1.83,0.129
2.217333401,0.03,1.71,-3.724,0.138
2.015898638,-0.38,0.21,-1.202,0.154
2.026632824,-0.57,1.16,2.559,0.204
2.033770154,-0.72,0.47,-0.771,0.011
2.083073629,-0.78,-0.28,0.816,-0.027
1.837623754,-0.72,0.16,1.801,0.317
1.625809479,-0.65,0.59,0.091,0.16
-0.396987627,-0.66,0.75,-1.206,0.152
0.221229988,-0.48,1.01,1.051,0.087
0.162192477,-0.34,1.46,0.183,-0.167
0.034469578,-0.4,2.18,1.963,-0.049
0.155095462,-0.12,1.1,-1.285,-0.185
0.201430213,-0.14,0.77,-1.412,-0.333
0.352217311,-0.3,-0.14,-2.457,-0.381
0.425327465,-0.34,0.24,-3.149,-0.327
0.416044306,-0.28,-0.33,1.854,-0.729
0.422788987,-0.3,0.09,-3.52,-0.528
0.250512989,-0.43,-0.03,-0.057,-0.187
0.492806171,-0.43,0.23,0.993,0.079
0.670792153,-0.24,0.28,-0.248,0.254
0.319808126,-0.06,0.65,1.008,0.205
0.020349144,0.34,1.05,-1.511,0.245
0.555211614,0.87,1.83,1.137,0.241
0.317807453,1.15,2.76,-0.795,0.291
0.068535304,1.6,2.35,0.985,0.755
0.32172953,1.94,2.79,0.44,0.927
0.292843028,2.1,2.19,-0.395,1.143
0.369832654,2.29,1.61,-0.881,1.24
0.539221497,2.42,1.12,-3.565,1.528
0.684581871,2.3,0.67,-0.478,1.085
0.443301017,2.42,0.83,2.252,0.696
0.183371521,2.08,1.56,1.754,0.602
-0.058014739,1.49,2.01,1.932,0.117
0.264430181,0.9,1.27,3.942,0.248
-0.179064809,0.68,0.7,-1.13,0.356
0.127717933,-0.39,0.4,2.63,0.359
0.470657134,-0.73,-0.04,4.124,-0.064
0.317289619,-0.83,-0.22,3.48,-0.266
0.297491247,-0.82,-1.21,1.843,-0.1
0.309413295,-1.19,-1.39,0.877,-0.356
0.366714775,-1.23,-0.52,2.233,-0.38
0.365461721,-1.51,-0.44,1.635,-0.103
0.572419914,-1.53,-0.32,2.396,0.062
0.707393925,-1.41,-0.66,0.803,0.152
2.100197721,-0.92,-0.33,0.54,0.276
1.802446661,-0.81,-0.41,2.738,0.194
1.919354985,-0.87,-0.68,2.818,0.032
1.69542129,-0.95,-1.3,-1.348,0.07
1.430387479,-0.84,-0.66,0.343,0.416
1.330825745,-0.98,-0.96,-0.044,0.314
1.335991763,-0.84,-1.53,0.325,0.331
1.197831748,-1.03,-2.23,3.499,0.183
1.17796374,-1.41,-2.05,2.016,0.152
0.975817823,-1.54,-1.63,2.712,0.082
1.781469933,-1.79,-2,2.32,0.062
2.245017259,-1.53,-0.83,2.61,0.174
1.875256489,-1.26,0.29,0.837,0.31
1.963256624,-0.8,0.35,1.969,0.344
1.76367101,-0.8,-0.05,2.597,0.33
1.738904214,-0.75,-0.44,0.395,0.189
1.681714828,-0.57,-0.66,-0.133,0.39
1.739369726,-0.36,-1.19,-0.837,0.433
1.699238331,-0.39,-1.24,-3.374,0.293
1.80141164,-0.55,-1.3,0.825,0.227
1.838334193,-0.75,-0.53,-2.108,-0.041
1.802772954,-0.92,0.52,-2.247,-0.017
0.961645148,-0.88,0.6,0.28,-0.245
1.909095328,-0.63,0.29,-0.237,0.163
0.961308052,-0.48,0.45,0.192,0.15
0.835162728,-0.3,-0.31,2.375,0.333
1.053513667,-0.3,-0.3,-0.197,0.35
1.120666854,-0.11,-0.47,1.215,0.334
1.210319641,0.01,-1.31,-1.039,0.17
1.162254977,-0.07,-0.77,1.555,-0.001
1.205730683,-0.28,-1.37,2.587,0.156
1.356774027,-0.26,-1.37,1.922,-0.075
1.189892042,-0.28,-1.26,2.788,0.021
1.319539256,-0.46,-0.93,0.882,0.171
1.282836276,-0.14,0.27,1.162,0.04
-0.560716696,0,-0.64,1.845,0.087
-0.607579813,0.11,-0.43,-4.028,0.173
-0.277873833,0.14,-0.32,0.85,-0.157
-0.521260941,0.21,-0.63,-3.654,-0.115
-0.615669162,0.68,-0.35,-0.069,0.019
-0.814808644,0.57,-0.31,-1.605,0.049
-0.853257001,0.7,0.6,-1.537,0.084
-1.051237046,0.82,0.43,-0.895,0.664
-1.569266858,1.16,0.42,-5.019,0.768
-1.629301843,1.41,1.51,-1.412,0.353
-1.207942512,1.41,2.1,1.766,0.065
-1.151553186,0.98,2.09,-0.705,-0.063
-0.758620212,0.64,1.75,0.366,0.199
-0.626732584,0.48,1.51,-1.164,0.12
-0.708119622,-0.03,1.18,0.45,0.094
-0.336936617,-0.52,0.89,1.554,0.051
-0.314902705,-0.19,0.68,-0.518,0.344
-0.215798324,0.14,0.96,1.606,0.436
-0.022052493,0.05,0.88,0.711,0.4
0.324575342,0.15,0.01,-0.956,0.32
0.447322282,0.46,0.83,-0.574,0.13
0.767274039,0.39,0.52,-0.732,0.1
0.489069244,0.32,0.33,-1.181,0.407
0.622029035,0.26,0.43,1.935,0.225
